,0
acc_base_mean,0.663187165531259
acc_base_std,0.002573012429374379
acc_surf_mean,0.6631871669749578
acc_surf_std,0.002575769009129739
auc_base_mean,0.7033804493523106
auc_base_std,0.002737933696142365
auc_surf_mean,0.7033635078522791
auc_surf_std,0.0027316298385880325
